,Input Sentence,Tokenizer,POS,Great Filter,POW,ACH,AFF,Unnamed
67,"We sat bundled up on a wooden bench, talking to keep warm, and watching the immobile scene of deserted frozen water caught beneath ice and between the piers of a stone bridge.
","['We', 'sat', 'bundled', 'up', 'on', 'a', 'wooden', 'bench', ',', 'talking', 'to', 'keep', 'warm', ',', 'and', 'watching', 'the', 'immobile', 'scene', 'of', 'deserted', 'frozen', 'water', 'caught', 'beneath', 'ice', 'and', 'between', 'the', 'piers', 'of', 'a', 'stone', 'bridge', '.']","['PRP', 'VBD', 'VBN', 'RP', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'TO', 'VB', 'NN', ',', 'CC', 'VBG', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'VBD', 'NN', 'NN', 'CC', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NN', '.']",Pass,no,no,no,
68,"Paris was empty, as far as we were concerned.
","['Paris', 'was', 'empty', ',', 'as', 'far', 'as', 'we', 'were', 'concerned', '.']","['NNP', 'VBD', 'JJ', ',', 'RB', 'RB', 'IN', 'PRP', 'VBD', 'VBN', '.']",Removed,no,no,no,
69,"Only John and I were left to take in the dead sights and talk and talk and talk endlessly.
","['Only', 'John', 'and', 'I', 'were', 'left', 'to', 'take', 'in', 'the', 'dead', 'sights', 'and', 'talk', 'and', 'talk', 'and', 'talk', 'endlessly', '.']","['RB', 'NNP', 'CC', 'PRP', 'VBD', 'VBN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NNS', 'CC', 'NN', 'CC', 'NN', 'CC', 'NN', 'RB', '.']",Pass,no,no,yes,
70,"We would never leave the bench.
","['We', 'would', 'never', 'leave', 'the', 'bench', '.']","['PRP', 'MD', 'RB', 'VB', 'DT', 'NN', '.']",Pass,no,no,no,
71,"We too would be frozen into the scene.
","['We', 'too', 'would', 'be', 'frozen', 'into', 'the', 'scene', '.']","['PRP', 'RB', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
72,"Sam and Martha are very good friends.
","['Sam', 'and', 'Martha', 'are', 'very', 'good', 'friends', '.']","['NNP', 'CC', 'NNP', 'VBP', 'RB', 'JJ', 'NNS', '.']",Removed,no,no,yes,
73,"They haven't seen each other for awhile because Sam was in jail for killing his wife.
","['They', 'have', ""n't"", 'seen', 'each', 'other', 'for', 'awhile', 'because', 'Sam', 'was', 'in', 'jail', 'for', 'killing', 'his', 'wife', '.']","['PRP', 'VBP', 'RB', 'VBN', 'DT', 'JJ', 'IN', 'NN', 'IN', 'NNP', 'VBD', 'IN', 'NN', 'IN', 'VBG', 'PRP$', 'NN', '.']",Pass,yes,no,no,
74,"He just got out of prison yesterday and immediately went to see Martha, one of his best and closest friends.
","['He', 'just', 'got', 'out', 'of', 'prison', 'yesterday', 'and', 'immediately', 'went', 'to', 'see', 'Martha', ',', 'one', 'of', 'his', 'best', 'and', 'closest', 'friends', '.']","['PRP', 'RB', 'VBD', 'IN', 'IN', 'NN', 'NN', 'CC', 'RB', 'VBD', 'TO', 'VB', 'NNP', ',', 'CD', 'IN', 'PRP$', 'JJS', 'CC', 'JJS', 'NNS', '.']",Removed,no,no,yes,
75,"He stayed at her apartment last night, and they made love, since Martha felt obligated to, in a way, because Sam had been without companionship for such a long time.
","['He', 'stayed', 'at', 'her', 'apartment', 'last', 'night', ',', 'and', 'they', 'made', 'love', ',', 'since', 'Martha', 'felt', 'obligated', 'to', ',', 'in', 'a', 'way', ',', 'because', 'Sam', 'had', 'been', 'without', 'companionship', 'for', 'such', 'a', 'long', 'time', '.']","['PRP', 'VBD', 'IN', 'PRP$', 'NN', 'JJ', 'NN', ',', 'CC', 'PRP', 'VBD', 'NN', ',', 'IN', 'NNP', 'VBD', 'VBN', 'TO', ',', 'IN', 'DT', 'NN', ',', 'IN', 'NNP', 'VBD', 'VBN', 'IN', 'NN', 'IN', 'PDT', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
76,"Today they decided to go for a walk along the river.
","['Today', 'they', 'decided', 'to', 'go', 'for', 'a', 'walk', 'along', 'the', 'river', '.']","['NN', 'PRP', 'VBD', 'TO', 'VB', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
77,"They thought it would be a good opportunity to get reacquainted.
","['They', 'thought', 'it', 'would', 'be', 'a', 'good', 'opportunity', 'to', 'get', 'reacquainted', '.']","['PRP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'VBN', '.']",Pass,no,no,yes,
78,"They talked about old times and the future and just things in general.
","['They', 'talked', 'about', 'old', 'times', 'and', 'the', 'future', 'and', 'just', 'things', 'in', 'general', '.']","['PRP', 'VBD', 'IN', 'JJ', 'NNS', 'CC', 'DT', 'NN', 'CC', 'RB', 'NNS', 'IN', 'JJ', '.']",Pass,no,no,yes,
79,"Little did Martha suspect that Sam had deep psychological problems and was in the process of plotting his next murder--hers.
","['Little', 'did', 'Martha', 'suspect', 'that', 'Sam', 'had', 'deep', 'psychological', 'problems', 'and', 'was', 'in', 'the', 'process', 'of', 'plotting', 'his', 'next', 'murder', '--', 'hers', '.']","['RB', 'VBD', 'NNP', 'VB', 'IN', 'NNP', 'VBD', 'JJ', 'JJ', 'NNS', 'CC', 'VBD', 'IN', 'DT', 'NN', 'IN', 'VBG', 'PRP$', 'JJ', 'NN', ':', 'NNS', '.']",Pass,yes,no,no,
80,"Sam is a psychopathic killer, as well as a womanhater
","['Sam', 'is', 'a', 'psychopathic', 'killer', ',', 'as', 'well', 'as', 'a', 'womanhater']","['NNP', 'VBZ', 'DT', 'JJ', 'NN', ',', 'RB', 'RB', 'IN', 'DT', 'NN']",Pass,no,no,no,
81,"What's the matter?
","['What', ""'s"", 'the', 'matter', '?']","['WP', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,no,
82,"I don't know, I just don't think that you're the kind of person I want to spend all my time with, Richard.
","['I', 'do', ""n't"", 'know', ',', 'I', 'just', 'do', ""n't"", 'think', 'that', 'you', ""'re"", 'the', 'kind', 'of', 'person', 'I', 'want', 'to', 'spend', 'all', 'my', 'time', 'with', ',', 'Richard', '.']","['PRP', 'VBP', 'RB', 'VB', ',', 'PRP', 'RB', 'VBP', 'RB', 'VB', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'PRP$', 'NN', 'IN', ',', 'NNP', '.']",Pass,no,no,no,
83,"Well, what did I do?
","['Well', ',', 'what', 'did', 'I', 'do', '?']","['RB', ',', 'WP', 'VBD', 'PRP', 'VB', '.']",Removed,no,no,no,
84,"It didn't have anything to do with my getting too drunk the night before, did it?
","['It', 'did', ""n't"", 'have', 'anything', 'to', 'do', 'with', 'my', 'getting', 'too', 'drunk', 'the', 'night', 'before', ',', 'did', 'it', '?']","['PRP', 'VBD', 'RB', 'VB', 'NN', 'TO', 'VB', 'IN', 'PRP$', 'VBG', 'RB', 'VBZ', 'DT', 'NN', 'IN', ',', 'VBD', 'PRP', '.']",Pass,no,no,no,
85,"No, it's just your personality.
","['No', ',', 'it', ""'s"", 'just', 'your', 'personality', '.']","['DT', ',', 'PRP', 'VBZ', 'RB', 'PRP$', 'NN', '.']",Removed,no,no,no,
86,"You aren't ever relaxed and easygoing.
","['You', 'are', ""n't"", 'ever', 'relaxed', 'and', 'easygoing', '.']","['PRP', 'VBP', 'RB', 'RB', 'VBN', 'CC', 'VBG', '.']",Removed,no,no,no,
87,"Just the fact that you immediately thought something was wrong just because I wasn't cheerful.
","['Just', 'the', 'fact', 'that', 'you', 'immediately', 'thought', 'something', 'was', 'wrong', 'just', 'because', 'I', 'was', ""n't"", 'cheerful', '.']","['RB', 'DT', 'NN', 'IN', 'PRP', 'RB', 'VBD', 'NN', 'VBD', 'JJ', 'RB', 'IN', 'PRP', 'VBD', 'RB', 'JJ', '.']",Pass,no,no,no,
88,"How come you automatically assumed it had something to do with you?
","['How', 'come', 'you', 'automatically', 'assumed', 'it', 'had', 'something', 'to', 'do', 'with', 'you', '?']","['WRB', 'VB', 'PRP', 'RB', 'VBD', 'PRP', 'VBD', 'NN', 'TO', 'VB', 'IN', 'PRP', '.']",Pass,no,no,no,
89,"Well, I just thought that since you weren't glad to see me that there was something wrong.
","['Well', ',', 'I', 'just', 'thought', 'that', 'since', 'you', 'were', ""n't"", 'glad', 'to', 'see', 'me', 'that', 'there', 'was', 'something', 'wrong', '.']","['RB', ',', 'PRP', 'RB', 'VBD', 'IN', 'IN', 'PRP', 'VBD', 'RB', 'JJ', 'TO', 'VB', 'PRP', 'IN', 'EX', 'VBD', 'NN', 'JJ', '.']",Removed,no,no,no,
90,"It was the first snow fall of winter.
","['It', 'was', 'the', 'first', 'snow', 'fall', 'of', 'winter', '.']","['PRP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN', '.']",Pass,no,no,no,
91,"It was odd coming back to Cambridge after so many years away.
","['It', 'was', 'odd', 'coming', 'back', 'to', 'Cambridge', 'after', 'so', 'many', 'years', 'away', '.']","['PRP', 'VBD', 'JJ', 'VBG', 'RB', 'TO', 'NNP', 'IN', 'RB', 'JJ', 'NNS', 'RB', '.']",Removed,no,no,no,
92,"We sat there by the bridge, Mary and I, and reminisced about our now distant childhood.
","['We', 'sat', 'there', 'by', 'the', 'bridge', ',', 'Mary', 'and', 'I', ',', 'and', 'reminisced', 'about', 'our', 'now', 'distant', 'childhood', '.']","['PRP', 'VBD', 'EX', 'IN', 'DT', 'NN', ',', 'NNP', 'CC', 'PRP', ',', 'CC', 'VBD', 'IN', 'PRP$', 'RB', 'JJ', 'NN', '.']",Pass,no,no,yes,
93,"The recollection of skating on the Charles, and the time she had pushed me through the ice, brought a laugh to the conversation; but it quickly faded in the murky waters of the river that could no longer freeze over.
","['The', 'recollection', 'of', 'skating', 'on', 'the', 'Charles', ',', 'and', 'the', 'time', 'she', 'had', 'pushed', 'me', 'through', 'the', 'ice', ',', 'brought', 'a', 'laugh', 'to', 'the', 'conversation', ';', 'but', 'it', 'quickly', 'faded', 'in', 'the', 'murky', 'waters', 'of', 'the', 'river', 'that', 'could', 'no', 'longer', 'freeze', 'over', '.']","['DT', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NNP', ',', 'CC', 'DT', 'NN', 'PRP', 'VBD', 'VBN', 'PRP', 'IN', 'DT', 'NN', ',', 'VBD', 'DT', 'NN', 'TO', 'DT', 'NN', ':', 'CC', 'PRP', 'RB', 'VBD', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'WDT', 'MD', 'RB', 'RB', 'VB', 'RP', '.']",Pass,yes,no,yes,
94,"The town that had been an enormous playground for us years before was now a polluted city on the move.
","['The', 'town', 'that', 'had', 'been', 'an', 'enormous', 'playground', 'for', 'us', 'years', 'before', 'was', 'now', 'a', 'polluted', 'city', 'on', 'the', 'move', '.']","['DT', 'NN', 'WDT', 'VBD', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'NNS', 'IN', 'VBD', 'RB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
95,"Being away had frozen Cambridge ....
","['Being', 'away', 'had', 'frozen', 'Cambridge', '...', '.']","['VBG', 'RB', 'VBD', 'VBN', 'NNP', ':', '.']",Removed,no,no,no,
96,"The girl is very upset; she is on the verge of tears.
","['The', 'girl', 'is', 'very', 'upset', ';', 'she', 'is', 'on', 'the', 'verge', 'of', 'tears', '.']","['DT', 'NN', 'VBZ', 'RB', 'JJ', ':', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'NNS', '.']",Pass,she is on the verge of tears.,no,no,no
97,"He is quite cool, happy-go-lucky.
","['He', 'is', 'quite', 'cool', ',', 'happy-go-lucky', '.']","['PRP', 'VBZ', 'RB', 'JJ', ',', 'JJ', '.']",Removed,no,no,no,
98,"He is detached, doesn't want to be involved.
","['He', 'is', 'detached', ',', 'does', ""n't"", 'want', 'to', 'be', 'involved', '.']","['PRP', 'VBZ', 'VBN', ',', 'VBZ', 'RB', 'VB', 'TO', 'VB', 'VBN', '.']",Pass,no,no,no,
99,"He takes her hand, he listens to her problems and questions about life and their probable future relationship, but he doesn't really care.
","['He', 'takes', 'her', 'hand', ',', 'he', 'listens', 'to', 'her', 'problems', 'and', 'questions', 'about', 'life', 'and', 'their', 'probable', 'future', 'relationship', ',', 'but', 'he', 'does', ""n't"", 'really', 'care', '.']","['PRP', 'VBZ', 'PRP', 'NN', ',', 'PRP', 'VBZ', 'TO', 'PRP$', 'NNS', 'CC', 'NNS', 'IN', 'NN', 'CC', 'PRP$', 'JJ', 'NN', 'NN', ',', 'CC', 'PRP', 'VBZ', 'RB', 'RB', 'VB', '.']",Removed,no,no,no,
100,"He is selfish and wants to keep things light.
","['He', 'is', 'selfish', 'and', 'wants', 'to', 'keep', 'things', 'light', '.']","['PRP', 'VBZ', 'JJ', 'CC', 'VBZ', 'TO', 'VB', 'NNS', 'NN', '.']",Removed,no,no,no,
101,"She feels foolish, wants to run away, but is in conflict over what to do.
","['She', 'feels', 'foolish', ',', 'wants', 'to', 'run', 'away', ',', 'but', 'is', 'in', 'conflict', 'over', 'what', 'to', 'do', '.']","['PRP', 'VBZ', 'JJ', ',', 'VBZ', 'TO', 'VB', 'RB', ',', 'CC', 'VBZ', 'IN', 'NN', 'IN', 'WP', 'TO', 'VB', '.']",Removed,no,no,no,
102,"She gets no support from the creep.
","['She', 'gets', 'no', 'support', 'from', 'the', 'creep', '.']","['PRP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
103,"A woman walked down to the river side to be alone and get things straightened out in her mind.
","['A', 'woman', 'walked', 'down', 'to', 'the', 'river', 'side', 'to', 'be', 'alone', 'and', 'get', 'things', 'straightened', 'out', 'in', 'her', 'mind', '.']","['DT', 'NN', 'VBD', 'RB', 'TO', 'DT', 'NN', 'NN', 'TO', 'VB', 'RB', 'CC', 'VB', 'NNS', 'VBN', 'RP', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
104,"However, once she got there and was sitting watching the boats pass for awhile, her ex-boyfriend happened to come by.
","['However', ',', 'once', 'she', 'got', 'there', 'and', 'was', 'sitting', 'watching', 'the', 'boats', 'pass', 'for', 'awhile', ',', 'her', 'ex-boyfriend', 'happened', 'to', 'come', 'by', '.']","['RB', ',', 'RB', 'PRP', 'VBD', 'RB', 'CC', 'VBD', 'VBG', 'VBG', 'DT', 'NNS', 'VBP', 'IN', 'NN', ',', 'PRP$', 'JJ', 'VBN', 'TO', 'VB', 'IN', '.']",Removed,no,no,no,
105,"He speaks to her with much feeling, animation, and sincerity.
","['He', 'speaks', 'to', 'her', 'with', 'much', 'feeling', ',', 'animation', ',', 'and', 'sincerity', '.']","['PRP', 'VBZ', 'TO', 'PRP$', 'IN', 'JJ', 'NN', ',', 'NN', ',', 'CC', 'NN', '.']",Removed,no,no,no,
106,"But no longer can she bear to hear his plans for the future together.
","['But', 'no', 'longer', 'can', 'she', 'bear', 'to', 'hear', 'his', 'plans', 'for', 'the', 'future', 'together', '.']","['CC', 'DT', 'JJR', 'MD', 'PRP', 'VB', 'TO', 'VB', 'PRP$', 'NNS', 'IN', 'DT', 'NN', 'RB', '.']",Pass,no,no,no,
107,"He persists in discussing it, their old memories together, and their plans, but she sits quietly, thinking only of how she wished he would leave so she could be alone again.
","['He', 'persists', 'in', 'discussing', 'it', ',', 'their', 'old', 'memories', 'together', ',', 'and', 'their', 'plans', ',', 'but', 'she', 'sits', 'quietly', ',', 'thinking', 'only', 'of', 'how', 'she', 'wished', 'he', 'would', 'leave', 'so', 'she', 'could', 'be', 'alone', 'again', '.']","['PRP', 'VBZ', 'IN', 'VBG', 'PRP', ',', 'PRP$', 'JJ', 'NNS', 'RB', ',', 'CC', 'PRP$', 'NNS', ',', 'CC', 'PRP', 'VBZ', 'RB', ',', 'VBG', 'RB', 'IN', 'WRB', 'PRP', 'VBD', 'PRP', 'MD', 'VB', 'RB', 'PRP', 'MD', 'VB', 'RB', 'RB', '.']",Removed,yes,no,yes,
108,"Finally, realizing her disinterest, the ex-boyfriend walks away, down the river a bit, and jumps in.
","['Finally', ',', 'realizing', 'her', 'disinterest', ',', 'the', 'ex-boyfriend', 'walks', 'away', ',', 'down', 'the', 'river', 'a', 'bit', ',', 'and', 'jumps', 'in', '.']","['RB', ',', 'VBG', 'PRP$', 'NN', ',', 'DT', 'JJ', 'NNS', 'RB', ',', 'IN', 'DT', 'NN', 'DT', 'NN', ',', 'CC', 'NNS', 'IN', '.']",Pass,yes,no,no,
109,"Hearing the splash, she runs down to find him but it was too late--he was caught in seaweed under a tugboat, never to reappear.
","['Hearing', 'the', 'splash', ',', 'she', 'runs', 'down', 'to', 'find', 'him', 'but', 'it', 'was', 'too', 'late', '--', 'he', 'was', 'caught', 'in', 'seaweed', 'under', 'a', 'tugboat', ',', 'never', 'to', 'reappear', '.']","['VBG', 'DT', 'NN', ',', 'PRP', 'VBZ', 'RB', 'TO', 'VB', 'PRP', 'CC', 'PRP', 'VBD', 'RB', 'JJ', ':', 'PRP', 'VBD', 'VBN', 'IN', 'NN', 'IN', 'DT', 'NN', ',', 'RB', 'TO', 'VB', '.']",Pass,no,no,no,
110,"Along the scenic, but nice to look at, banks of the River Charles in homey, but quaint Cambridge Mass.
","['Along', 'the', 'scenic', ',', 'but', 'nice', 'to', 'look', 'at', ',', 'banks', 'of', 'the', 'River', 'Charles', 'in', 'homey', ',', 'but', 'quaint', 'Cambridge', 'Mass', '.']","['IN', 'DT', 'JJ', ',', 'CC', 'JJ', 'TO', 'VB', 'IN', ',', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NN', ',', 'CC', 'NN', 'NNP', 'NNP', '.']",Pass,no,no,no,
111,"Cuthbert and Aldonza set on a bench counting the pollution fragments and bodies of drowned crew people from last year's regatta.
","['Cuthbert', 'and', 'Aldonza', 'set', 'on', 'a', 'bench', 'counting', 'the', 'pollution', 'fragments', 'and', 'bodies', 'of', 'drowned', 'crew', 'people', 'from', 'last', 'year', ""'s"", 'regatta', '.']","['NNP', 'CC', 'NNP', 'VBD', 'IN', 'DT', 'NN', 'VBG', 'DT', 'NN', 'NNS', 'CC', 'NNS', 'IN', 'JJ', 'NN', 'NNS', 'IN', 'JJ', 'NN', 'POS', 'NN', '.']",Pass,no,no,no,
112,"They are two youths from the university.
","['They', 'are', 'two', 'youths', 'from', 'the', 'university', '.']","['PRP', 'VBP', 'CD', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
113,"He is majoring in Egyptology and she is majoring in Hebrew.
","['He', 'is', 'majoring', 'in', 'Egyptology', 'and', 'she', 'is', 'majoring', 'in', 'Hebrew', '.']","['PRP', 'VBZ', 'VBG', 'IN', 'NNP', 'CC', 'PRP', 'VBZ', 'VBG', 'IN', 'NNP', '.']",Removed,no,no,no,
114,"How can two people like this get along?
","['How', 'can', 'two', 'people', 'like', 'this', 'get', 'along', '?']","['WRB', 'MD', 'CD', 'NNS', 'IN', 'DT', 'NN', 'IN', '.']",Pass,no,no,yes,
115,"But they do.
","['But', 'they', 'do', '.']","['CC', 'PRP', 'VBP', '.']",Removed,no,no,no,
116,"They spend their reckless times going to places like the Coop, the Wursthaus and the Brattle Theatre.
","['They', 'spend', 'their', 'reckless', 'times', 'going', 'to', 'places', 'like', 'the', 'Coop', ',', 'the', 'Wursthaus', 'and', 'the', 'Brattle', 'Theatre', '.']","['PRP', 'VBP', 'PRP$', 'JJ', 'NNS', 'VBG', 'TO', 'NNS', 'IN', 'DT', 'NNP', ',', 'DT', 'NNP', 'CC', 'DT', 'NNP', 'NNP', '.']",Removed,no,no,no,
117,"On occasion, these people dare to go to Boston.
","['On', 'occasion', ',', 'these', 'people', 'dare', 'to', 'go', 'to', 'Boston', '.']","['IN', 'NN', ',', 'DT', 'NNS', 'VBP', 'TO', 'VB', 'TO', 'NNP', '.']",Removed,no,no,no,
118,"As they sit they think how pointless their lives are since they missed the Mae West film festival.
","['As', 'they', 'sit', 'they', 'think', 'how', 'pointless', 'their', 'lives', 'are', 'since', 'they', 'missed', 'the', 'Mae', 'West', 'film', 'festival', '.']","['IN', 'PRP', 'VBP', 'PRP', 'VBP', 'WRB', 'JJ', 'PRP$', 'NNS', 'VBP', 'IN', 'PRP', 'VBD', 'DT', 'NNP', 'NNP', 'NN', 'NN', '.']",Removed,no,no,no,
119,"They die in the midst of a battle between Gov.
","['They', 'die', 'in', 'the', 'midst', 'of', 'a', 'battle', 'between', 'Gov', '.']","['PRP', 'VBP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']",Pass,yes,no,no,
120,"Smith and his rival.
","['Smith', 'and', 'his', 'rival', '.']","['NNP', 'CC', 'PRP$', 'NN', '.']",Removed,yes,no,no,
121,"The man is an FBI agent who is pretending to be a potential agent of the American Communist Party.
","['The', 'man', 'is', 'an', 'FBI', 'agent', 'who', 'is', 'pretending', 'to', 'be', 'a', 'potential', 'agent', 'of', 'the', 'American', 'Communist', 'Party', '.']","['DT', 'NN', 'VBZ', 'DT', 'NNP', 'NN', 'WP', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', '.']",Pass,no,no,no,
122,"The woman is an actual active member of the party.
","['The', 'woman', 'is', 'an', 'actual', 'active', 'member', 'of', 'the', 'party', '.']","['DT', 'NN', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
123,"She originally joined the party after her brother, who was a labor activist, was sent to jail for life after being framed by the government.
","['She', 'originally', 'joined', 'the', 'party', 'after', 'her', 'brother', ',', 'who', 'was', 'a', 'labor', 'activist', ',', 'was', 'sent', 'to', 'jail', 'for', 'life', 'after', 'being', 'framed', 'by', 'the', 'government', '.']","['PRP', 'RB', 'VBD', 'DT', 'NN', 'IN', 'PRP$', 'NN', ',', 'WP', 'VBD', 'DT', 'NN', 'NN', ',', 'VBD', 'VBN', 'TO', 'VB', 'IN', 'NN', 'IN', 'VBG', 'VBN', 'IN', 'DT', 'NN', '.']",Pass,yes,no,no,
124,"She wants to carry on his work.
","['She', 'wants', 'to', 'carry', 'on', 'his', 'work', '.']","['PRP', 'VBZ', 'TO', 'VB', 'IN', 'PRP$', 'NN', '.']",Removed,no,no,no,
125,"Since then the FBI had been tailing for they suspected that she might become involved in some espionage activities.
","['Since', 'then', 'the', 'FBI', 'had', 'been', 'tailing', 'for', 'they', 'suspected', 'that', 'she', 'might', 'become', 'involved', 'in', 'some', 'espionage', 'activities', '.']","['IN', 'RB', 'DT', 'NNP', 'VBD', 'VBN', 'VBG', 'IN', 'PRP', 'VBD', 'IN', 'PRP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NNS', '.']",Pass,yes,no,no,
126,"The FBI agent is pretending to be a man who wants to join the party.
","['The', 'FBI', 'agent', 'is', 'pretending', 'to', 'be', 'a', 'man', 'who', 'wants', 'to', 'join', 'the', 'party', '.']","['DT', 'NNP', 'NN', 'VBZ', 'VBG', 'TO', 'VB', 'DT', 'NN', 'WP', 'VBZ', 'TO', 'VB', 'DT', 'NN', '.']",Pass,no,no,no,
127,"Actually while she was unaware, he placed a bug on her.
","['Actually', 'while', 'she', 'was', 'unaware', ',', 'he', 'placed', 'a', 'bug', 'on', 'her', '.']","['RB', 'IN', 'PRP', 'VBD', 'JJ', ',', 'PRP', 'VBD', 'DT', 'NN', 'IN', 'PRP', '.']",Pass,yes,no,no,
128,"Mr. Parker has been worried.
","['Mr.', 'Parker', 'has', 'been', 'worried', '.']","['NNP', 'NNP', 'VBZ', 'VBN', 'VBN', '.']",Removed,no,no,no,
129,"Worried about what?
","['Worried', 'about', 'what', '?']","['VBN', 'IN', 'WP', '.']",Removed,no,no,no,
130,"Well, his daughter Sally is now 14 and she will soon be going out and exploring life on her own; college, marriage, etc.
","['Well', ',', 'his', 'daughter', 'Sally', 'is', 'now', '14', 'and', 'she', 'will', 'soon', 'be', 'going', 'out', 'and', 'exploring', 'life', 'on', 'her', 'own', ';', 'college', ',', 'marriage', ',', 'etc', '.']","['RB', ',', 'PRP$', 'NN', 'NNP', 'VBZ', 'RB', 'CD', 'CC', 'PRP', 'MD', 'RB', 'VB', 'VBG', 'IN', 'CC', 'VBG', 'NN', 'IN', 'PRP$', 'JJ', ':', 'NN', ',', 'NN', ',', 'FW', '.']",Removed,no,no,no,
131,"Yes, she's 14 and the time is coming near.
","['Yes', ',', 'she', ""'s"", '14', 'and', 'the', 'time', 'is', 'coming', 'near', '.']","['UH', ',', 'PRP', 'VBZ', 'CD', 'CC', 'DT', 'NN', 'VBZ', 'VBG', 'RB', '.']",Pass,no,no,no,
132,"One day he pulls her away from her schoolwork and says, Let's take a walk.
","['One', 'day', 'he', 'pulls', 'her', 'away', 'from', 'her', 'schoolwork', 'and', 'says', ',', 'Let', ""'s"", 'take', 'a', 'walk', '.']","['CD', 'NN', 'PRP', 'VBZ', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', 'CC', 'VBZ', ',', 'NNP', 'POS', 'VB', 'DT', 'NN', '.']",Pass,yes,no,no,
